-4.759158492088317871e-01,9.970875084400177002e-02
-6.628578305244445801e-01,-3.351739142090082169e-03
1.801887750625610352e-01,-4.932774603366851807e-02
3.591404557228088379e-01,2.807352133095264435e-02
5.394663810729980469e-01,7.954129576683044434e-01
-1.124593988060951233e-01,-3.061296641826629639e-01
9.033944457769393921e-02,-5.254729837179183960e-02
-3.170922398567199707e-01,2.569746039807796478e-02
-7.952196598052978516e-01,-4.442389309406280518e-01
5.714333429932594299e-02,-3.192587792873382568e-01
-3.642686828970909119e-02,-4.027608409523963928e-02
4.409983381628990173e-02,-5.704957991838455200e-02
2.951500751078128815e-02,1.910529434680938721e-01
-4.464707374572753906e-01,1.722554266452789307e-01
7.020394206047058105e-01,4.823677539825439453e-01
-5.038003921508789062e-01,-1.011354625225067139e-01
2.988533675670623779e-01,8.674547672271728516e-01
-2.346453368663787842e-01,4.566988646984100342e-01
-2.423619478940963745e-01,4.902149736881256104e-01
-2.362410575151443481e-01,3.480372130870819092e-01
8.857167959213256836e-01,4.010831415653228760e-01
-1.139671131968498230e-01,1.560294926166534424e-01
7.731242775917053223e-01,-1.341608762741088867e-01
-7.879082113504409790e-02,8.557664155960083008e-01
-3.395104110240936279e-01,-8.999325335025787354e-02
-1.800683885812759399e-01,-2.710750997066497803e-01
-1.259415298700332642e-01,2.018575370311737061e-01
-2.791844904422760010e-01,4.563236236572265625e-01
-3.870088458061218262e-01,-1.886570304632186890e-01
1.389655023813247681e-01,-3.667923389002680779e-03
4.158642292022705078e-01,-1.542353332042694092e-01
7.332797050476074219e-01,-4.605002403259277344e-01
-3.246628344058990479e-01,-2.542033493518829346e-01
1.095804646611213684e-01,-4.942724481225013733e-02
-3.029437363147735596e-01,-5.158874988555908203e-01
-2.808120101690292358e-02,-6.352432370185852051e-01
-6.845291852951049805e-01,-2.112063169479370117e-01
-1.310873627662658691e-01,2.246812134981155396e-01
-1.191429570317268372e-01,5.216197967529296875e-01
9.512437880039215088e-02,-1.395860612392425537e-01
-6.777843832969665527e-01,-2.288334816694259644e-01
-3.882794976234436035e-01,4.781712293624877930e-01
-4.785813093185424805e-01,-3.906271159648895264e-01
-1.196026802062988281e-01,-2.378482967615127563e-01
-3.382963538169860840e-01,7.494689226150512695e-01
8.174566924571990967e-02,2.021642588078975677e-02
2.702760398387908936e-01,-8.557214736938476562e-01
-4.256700277328491211e-01,-2.417916804552078247e-01
-2.396988570690155029e-01,5.898178219795227051e-01
9.979758858680725098e-01,-2.114162221550941467e-02
6.605237722396850586e-01,3.840847909450531006e-01
-9.995427727699279785e-02,1.063024476170539856e-01
-3.168090581893920898e-01,-3.210700675845146179e-02
-6.858808398246765137e-01,-1.249523684382438660e-01
-2.325023263692855835e-01,-1.107347458600997925e-01
9.500508010387420654e-02,4.837217181921005249e-02
2.921238243579864502e-01,-4.659551084041595459e-01
-1.065932735800743103e-01,-2.037215083837509155e-01
1.008168980479240417e-02,5.734687447547912598e-01
-6.001263260841369629e-01,-7.271240949630737305e-01
7.081019878387451172e-01,2.563473582267761230e-01
-2.531613111495971680e-01,5.959194302558898926e-01
7.318320125341415405e-02,-3.187390863895416260e-01
-1.336291152983903885e-02,4.364391267299652100e-01
-3.856306672096252441e-01,9.657561779022216797e-02
4.888923838734626770e-02,-7.593131065368652344e-02
-2.367181926965713501e-01,-9.023604393005371094e-01
3.080686926841735840e-01,-1.774801760911941528e-01
-3.465656563639640808e-02,-8.584866523742675781e-01
-2.800073027610778809e-01,-9.668450802564620972e-02
-2.408432513475418091e-01,-6.262518763542175293e-01
-7.591511607170104980e-01,-4.924594759941101074e-01
6.823902726173400879e-01,1.031769718974828720e-02
5.550155639648437500e-01,6.870075464248657227e-01
8.417187631130218506e-02,-3.131689876317977905e-02
-3.835859000682830811e-01,-2.975828386843204498e-02
1.006990820169448853e-01,-7.887570559978485107e-02
1.599861532449722290e-01,-6.534710526466369629e-02
-2.068060934543609619e-01,-7.904769182205200195e-01
3.334694728255271912e-02,-1.940193818882107735e-03
-3.631636202335357666e-01,-3.978660702705383301e-02
5.949144959449768066e-01,-5.876051187515258789e-01
-6.465662717819213867e-01,4.170047342777252197e-01
7.019609212875366211e-02,-3.461902737617492676e-01
-1.257365047931671143e-01,-1.870979815721511841e-01
9.289067238569259644e-02,-3.103280961513519287e-01
-1.649555265903472900e-01,1.408711969852447510e-01
7.560839504003524780e-02,9.537948295474052429e-03
1.261822879314422607e-01,2.563568651676177979e-01
5.997374653816223145e-01,-4.669373333454132080e-01
1.109081134200096130e-01,-3.228481486439704895e-02
-1.117321401834487915e-01,1.918587684631347656e-01
1.108083799481391907e-01,-3.469018638134002686e-02
6.700938194990158081e-02,1.076624318957328796e-01
-7.691016793251037598e-02,8.444898128509521484e-01
9.994615614414215088e-02,9.001589417457580566e-01
3.132552802562713623e-01,1.599649041891098022e-01
9.226218611001968384e-02,2.916868329048156738e-01
-1.355957090854644775e-01,-1.580448448657989502e-02
-5.863625183701515198e-02,4.936796724796295166e-01
-1.583318710327148438e-01,4.790638685226440430e-01
-6.087116524577140808e-02,-2.306259572505950928e-01
5.778140425682067871e-01,-4.511401355266571045e-01
-1.222744882106781006e-01,8.627656102180480957e-01
-2.747612893581390381e-01,-4.945571124553680420e-01
3.825144767761230469e-01,6.761816740036010742e-01
-6.091764941811561584e-02,5.308697223663330078e-01
